,city,job_title,company_name,location,summary,salary
44,New+York,Data Science Intern,Mount Sinai,"New York, NY","The Trainee is an entry level position which provides exposure to the health care administrative environment.
The Trainee provides basic support to a manager or…",Nothing_found
45,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Excellent knowledge of NLP and ML alogrithms.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision…",Nothing_found
46,New+York,Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY 10595",The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via…,Nothing_found
47,New+York,Enterprise Data Architect,Memorial Sloan-Kettering Cancer Center,"New York, NY 10017 (Midtown area)",The Enterprise Data Group at MSK has developed and maintains one of the most robust oncology data ecosystems in all of healthcare.,Nothing_found
48,New+York,Manager - Data Science,Biz2Credit Inc,"New York, NY 10119 (Chelsea area)","Manage the data science projects in Agile mode, provide coaching and mentorship to team members as needed.
Establish Data Science role model and best practices…",Nothing_found
49,New+York,Senior Data Analyst,EmblemHealth/AdvantageCare Physicians,"New York, NY 10004 (Financial District area)",Generate EmblemHealth Provider File reports and data analysis for a variety of internal and external customers.,Nothing_found
50,New+York,Data Scientist,Plug Power Inc,"Latham, NY 12110","The position will focus on analytical diagnostics and predictive maintenance of Plug Power’s rapidly growing fuel cell fleet.
Must be driven and self-motivated.",Nothing_found
51,New+York,Senior Data Scientist (Remote-friendly),Noom Inc.,"New York, NY 10001","What You’ll Like About Us: .
Delicious (and nutritious) daily lunches and snacks prepared by Sam, our NYC office on-site chef.
What We’ll Like About You: .",Nothing_found
52,New+York,Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY 10595",The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via…,Nothing_found
53,New+York,Senior Analyst/Data Scientist,RedShift,"Albany, NY","Our client has a rare and exciting opportunity for a Senior Analyst/Data Scientist..
Track KPI’s and report to the team.",Nothing_found
54,New+York,Data Scientist,ACLU,"New York, NY 10004","Job postings are hosted on Greenhouse.
The Data & Analytics Department of the ACLU’s National office in New York, NY seeks applications for the full-time…",Nothing_found
55,New+York,Data Scientist - Bomoda,Powell Tate,"New York, NY 10022","Bomoda is looking for a Data Scientist to join our team in New York!
As a data scientist at Bomoda, you would be directly involved with the product team…",Nothing_found
56,New+York,Lead Data Scientist,Macy's,"New York, NY 10001","You’ll explore new business opportunities and partner with our most critical lines of business to find new ways to drive sales growth, and improve gross margin…",Nothing_found
57,New+York,Data Science Intern,Mount Sinai,"New York, NY","The Trainee is an entry level position which provides exposure to the health care administrative environment.
The Trainee provides basic support to a manager or…",Nothing_found
58,New+York,Junior Data Scientist,Decode_M,"New York, NY","This position, based in New York City, requires a strong interest in digital, analytics, data science, and quantitative and qualitative research, a natural…",Nothing_found
59,New+York,Data Scientist Intern,Asset Control,"New York, NY 10018","Job Title: Data Scientist Intern Reporting: Strategic Solutions Group Director.
Location: New York, NY / Remote FTE: Full Time.",Nothing_found
60,New+York,"Data Scientist, Machine Learning Engineer",NOVI LLC,"Hamburg, NY 14075","Northern Virginia and Buffalo based company working at the intersection of advanced sensors and ML / data analytics, developing state-of-the-art solutions for…",Nothing_found
61,New+York,Data Scientist - For Top Financial Firm,Kahuna Careers,"New York, NY","The company was founded by a software engineer to rewrite the rules of trading by automating anything and everything.
We are looking for a Data Scientist.","$150,000 - $175,000 a year"
62,New+York,Data Scientist - Demand Forecasting,Amazon.com Services LLC,"New York, NY","Bachelor’s or Master’s degree in a quantitative field such as Statistics, Applied Mathematics, Physics, Engineering, Computer Science, or Economics.",Nothing_found
63,New+York,Data Scientist,Altice USA,"Long Island City, NY 11101","Join Altice USA’s Data Science team to deliver AI as a service across various teams.
To develop AI solutions for internal processes and products you will:…",Nothing_found
64,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Note: This position is accepting applicants for- New York and Texas.
Excellent knowledge of NLP and ML alogrithms.
TECH (Computer Science Engineering/ IT)/ MCA.",Nothing_found
65,New+York,Senior Data Analyst,EmblemHealth/AdvantageCare Physicians,"New York, NY 10004",Generate EmblemHealth Provider File reports and data analysis for a variety of internal and external customers.,Nothing_found
66,New+York,Data Scientist / Data Analytics,Indotronix International Corporation,"Orangeburg, NY","Build data analytics visualization app.
This role will be responsible for design and implementation of big data analysis application.",Nothing_found
67,New+York,Sr. Data Scientist,Ascensia Diabetes Care,"Valhalla, NY 10595",The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via…,Nothing_found
68,New+York,Data Science Specialist USA,Mphasis,"New York, NY","Note: This position is accepting applicants for- New York and Texas.
Excellent knowledge of NLP and ML alogrithms.
TECH (Computer Science Engineering/ IT)/ MCA.",Nothing_found
69,New+York,Senior Analyst/Data Scientist,RedShift,"Albany, NY","Our client has a rare and exciting opportunity for a Senior Analyst/Data Scientist..
Track KPI’s and report to the team.",Nothing_found
70,New+York,Data Scientist (NYC),IBKR,"New York, NY","Interactive Brokers Group (IBG) is looking for a junior Data Scientist.
The successful candidate will execute analytical tasks on large data sets to support…",Nothing_found
71,New+York,"Data Scientist, Advertising",Amazon.com Services LLC,"New York, NY","3+ years of experience with data scripting languages (e.g SQL, Python, R etc.).
Or statistical/mathematical software (e.g. R, SAS, or Matlab).",Nothing_found
72,New+York,Data Scientist,QuaEra,"New York, NY","You will play a key role in the firm’s data science team, serve as a technical expert, provide state of the art analytic implementations and insights, and also…",Nothing_found
73,New+York,Data Scientist,viagogo,"New York, NY","We are expecting rapid growth after acquiring Stubhub.
This function is crucial to scaling our business across all geographies, languages, and currencies.",Nothing_found
74,New+York,Data Scientist,Garner Health,"New York, NY 10010 (Gramercy area)",Work with Garner's analytics team to conduct deep research and understand how to measure the quality and efficiency of doctors.,Nothing_found
75,New+York,Customer Data Scientist (New York),h2o.ai,"New York, NY","More than 18,000 companies use open-source H2O in mission-critical use cases for Finance, Insurance, Healthcare, Retail, Telco, Sales and Marketing.",Nothing_found
76,New+York,"Data Scientist, Recommendations",Tapestry,"New York, NY 10011 (Greenwich Village area)","Explore the possibilities across our global house of brands.
You will be responsible for building and maintaining relationships with our business partners,…",Nothing_found
77,New+York,ESG Data Scientist,MSCI Inc.,"New York, NY 10007 (Tribeca area)","MSCI ESG Research is seeking an ESG Data Scientist to join our Models and R&D team.
The selected candidate will spearhead R&D and methodology projects that help…",Nothing_found
78,New+York,Data Scientist,Alldus,"New York, NY","This role is based in our global headquarters in New York.
Build and develop analytics and models which increase the platforms transactional volume.",Nothing_found
79,New+York,Data Scientist,AFFINITY HEALTH PLAN,"Bronx, NY 10461 (Parkchester area)","Develop and provide reporting and analytical support for strategic and business decision-making, working collaboratively with others in the organization to…",Nothing_found
80,New+York,Senior Data Analyst,EmblemHealth/AdvantageCare Physicians,"New York, NY 10004 (Financial District area)",Generate EmblemHealth Provider File reports and data analysis for a variety of internal and external customers.,Nothing_found
81,New+York,Data Scientist,Plug Power Inc,"Latham, NY 12110","The position will focus on analytical diagnostics and predictive maintenance of Plug Power’s rapidly growing fuel cell fleet.
Must be driven and self-motivated.",Nothing_found
82,New+York,Senior Data Scientist (Remote-friendly),Noom Inc.,"New York, NY 10001 (Flatiron District area)","What You’ll Like About Us: .
Delicious (and nutritious) daily lunches and snacks prepared by Sam, our NYC office on-site chef.
What We’ll Like About You: .",Nothing_found
83,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from…",Nothing_found
84,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
85,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612 (Illinois Medical District area)","Job Title: Statistician 1 - Rush Alzheimer's Disease Center.
If this describes you, you may be the right candidate for the Statistician 1 position with the Rush…",Nothing_found
86,Chicago,Data Scientist,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",Applies advanced data analysis tools and techniques to provide insights and actionable recommendations for the business.,Nothing_found
87,Chicago,Jr. Data Scientist,Vamonde,"Chicago, IL 60607 (West Town area)","The office also comes with free drinks and snacks...and who doesn’t like free drinks and snacks?
Compensation will be commensurate with experience.","$60,000 - $80,000 a year"
88,Chicago,Junior Data Scientist,Hitachi Solutions,"Chicago, IL",This position will be part of the Data Science and Machine Learning team and will bring strong quantitative skills to our data science capabilities.,Nothing_found
89,Chicago,Data Scientist [Consultant],Phyton Advisors,"Chicago, IL","Data Scientist is responsible for the collection, cleaning and munging of data to meet company purpose.
They will be working with Operations Team to streamline…",Nothing_found
90,Chicago,Data Scientist,ODSC Hiring Partner,"Chicago, IL","This is a post on behalf of a hiring partner.
As a Data Scientist, you will provide cutting-edge algorithms, visualizations, and expert insight for business…","$80,000 - $150,000 a year"
91,Chicago,Data Scientist,Conversant Media,"Chicago, IL 60606 (Loop area)","In this role, you will research and develop new enhancements to Conversant’s award-winning Conversant One-to-One Relationship Engine, with the aim of enhancing…",Nothing_found
92,Chicago,Data Scientist,ActiveCampaign,"Chicago, IL 60602 (The Loop area)","ActiveCampaign’s category-defining Customer Experience Automation Platform helps over 90,000 businesses in 161 countries meaningfully engage with their…",Nothing_found
93,Chicago,Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL","We’re looking for a Data Scientist in our growing Enterprise Data Science Team to develop new data science products using machine learning, natural language…",Nothing_found
94,Chicago,Sr Regulatory Data Scientist,CME Group,"Chicago, IL","Here, you can impact markets worldwide.
To learn more about what a career at CME Group can offer you, visit us at www.wherefuturesaremade.com .",Nothing_found
95,Chicago,Data Scientist,devwrx,"Chicago, IL","4-6 years of Data Science is ideal for this particular role.
The ideal candidate will have had professional experience with a scripting language (Python, Ruby,…",Nothing_found
96,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
97,Chicago,Entry level Data Science Role - Training provided,VForce InfoTech,"Schiller Park, IL 60176","Your role as a Data Scientist will be to assist the Engineering Leads in executing a work package for a³ project with a focus on speed, quality, and cost.","$55,000 - $60,000 a year"
98,Chicago,"Director I, Data Science, GRS Predictive Analytics Team",Liberty Mutual Insurance,"Chicago, IL 60290","In this position, you will collaborate with underwriters, product managers, actuaries and IT professionals and build models that make an impact on how insurance…","$132,300 - $173,200 a year"
99,Chicago,Sr Data Analyst/Smart Comm Author,"CGI Group, Inc.","Chicago, IL 60602 (Loop area)","CGI: An employer of choice.
CGI is looking for a Sr. Data Analyst/Smart Comm Author to join the team.
There are various options for the location of this role.",Nothing_found
100,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
101,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612 (Illinois Medical District area)","Job Title: Statistician 1 - Rush Alzheimer's Disease Center.
If this describes you, you may be the right candidate for the Statistician 1 position with the Rush…",Nothing_found
102,Chicago,Data Scientist,NCC Group,"Chicago, IL 60603 (The Loop area)","You have a strong foundation in statistics and probability, can code in either Python or R, and have used at least one open-source machine-learning library or…",Nothing_found
103,Chicago,DATA SCIENTIST,Big Bright International,"Chicago, IL","Data Scientist at various unanticipated client locations throughout the US to lead data assessment, modeling and forecast for big size multi-national companies;…",Nothing_found
104,Chicago,Data Scientist,Army Enterprise Marketing Office,"Chicago, IL (The Loop area)","Serve in the office responsible for the Army's national level marketing efforts.
Provide strategic direction, analysis, and oversight of the program's research…",Nothing_found
105,Chicago,Data Scientist,McDonald's Corporate,"Chicago, IL",McDonald’s Is Looking To Hire A Data Scientist Who Has A Deep Understanding Of Advanced Analytics And Big Data.,Nothing_found
106,Chicago,Data Scientist,Crowe,"Chicago, IL 60606 (The Loop area)",A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems.,Nothing_found
107,Chicago,Data Scientist,Colsh Consultants,"Chicago, IL","Need someone with great forecasting skills.
Need someone who can predict a value in the future that’s not 0 or 1.
Work on problem type with a consultant.",Nothing_found
108,Chicago,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)","Partner with product development teams to research, design and implement learning systems that recommend, optimize, and predict marketing campaign performance…",Nothing_found
109,Chicago,Data Scientist - IoT (Chicago),Relayr,"Chicago, IL 60638 (Garfield Ridge area)","Our analytics team pushes the boundaries of technology.
Currently we are seeking a Data Scientist to join our team and be based in our Chicago office.",Nothing_found
110,Chicago,Data Scientist - Life Sciences,Argonne National Laboratory,"Lemont, IL 60439","Requisition Number: 4646 Location: Lemont, IL.
Functional Area: Division: DSL-Data Science and Learning Division.
Fluency in scientific programming languages.",Nothing_found
111,Chicago,Data Scientist,Maven Wave Partners,"Chicago, IL","We are looking for a Data Scientist who will utilize their analytical, statistical, and programming skills to develop data-driven solutions to complex business…",Nothing_found
112,Chicago,Data Scientist,Theoris Services,"Chicago, IL","The purpose of the Data Analytics Scientist position is gather and utilize data to increase the efficiency & performance of business operations and,…","$84,414 - $115,000 a year"
113,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from…",Nothing_found
114,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
115,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from…",Nothing_found
116,Chicago,Entry level Data Science Role - Training provided,VForce InfoTech,"Schiller Park, IL 60176","Your role as a Data Scientist will be to assist the Engineering Leads in executing a work package for a³ project with a focus on speed, quality, and cost.","$55,000 - $60,000 a year"
117,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
118,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
119,Chicago,Data Scientist - Life Sciences,Argonne National Laboratory,"Lemont, IL 60439","Requisition Number: 4646 Location: Lemont, IL.
Functional Area: Division: DSL-Data Science and Learning Division.
Fluency in scientific programming languages.",Nothing_found
120,Chicago,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606","Partner with product development teams to research, design and implement learning systems that recommend, optimize, and predict marketing campaign performance…",Nothing_found
121,Chicago,Data Scientist / Quantitative Researcher – High Frequency Futures,Wolverine Trading,"Chicago, IL 60604",We are looking for highly skilled and experienced individuals to join a research effort focused on generating high frequency trading alphas in the futures…,Nothing_found
122,Chicago,Analytics Consultant (Data Scientist),CNA Insurance,"Chicago, IL 60604","A collaborative data science team with diverse skills and experiences, combined with deep expertise in statistical modeling, machine learning, and applications…",Nothing_found
123,Chicago,Data Scientist,"SMS Assist, LLC","Chicago, IL 60611","Use machine learning to improve and automate processes in SMS proprietary tools.
Apply data mining techniques to make recommendations based on data and…",Nothing_found
124,Chicago,Data Science Intern (Summer 2020),Wolverine Trading,"Chicago, IL 60604","Data Science Intern (Summer 2020).
Data Science Intern (Summer 2020) at Wolverine Trading.
Data Scientists work with traders and engineers to develop, test, and…",Nothing_found
125,Chicago,Data Scientist,CGN Global,"Chicago, IL 60602","Collaborate directly with clients to frame, structure, analyze, and solve business problems for profitable growth, efficient operations, and new business models…",Nothing_found
126,Chicago,Data Scientist,1-800-Flowers,"Melrose Park, IL 60160","The Data Scientist (Senior Manager level) will be part of the Enterprise BI team at 1-800-Flowers.com, Inc.
This individual will manage one or more analysts and…",Nothing_found
127,Chicago,Strategic Investments Data Scientist,GCM Grosvenor Open Positions,"Chicago, IL","GCM Grosvenor is seeking a Data Scientist to join its Strategic Investments Group (SIG) team.
The SIG team is a multi-strategy investment group within GCM…",Nothing_found
128,Chicago,Senior Data Scientist,Conversant Media,"Chicago, IL 60606","In this role, you will work with stakeholders to lead the research and development of new enhancements to Conversant’s award-winning Conversant One-to-One…",Nothing_found
129,Chicago,"Director I, Data Science, GRS Predictive Analytics Team",Liberty Mutual Insurance,"Chicago, IL 60290","In this position, you will collaborate with underwriters, product managers, actuaries and IT professionals and build models that make an impact on how insurance…","$132,300 - $173,200 a year"
130,Chicago,"Director II, Data Science - GRM Actuarial",Liberty Mutual Insurance,"Chicago, IL 60290","GRM Actuarial – Predictive Modeling team is searching for a highly motivated Director II, Data Science who is eager to make an impact on the very complex and…","$153,300 - $201,600 a year"
131,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612","Job Title: Statistician 1 - Rush Alzheimer's Disease Center.
If this describes you, you may be the right candidate for the Statistician 1 position with the Rush…",Nothing_found
132,Chicago,Data Scientist: Deep Learning & NLP,Allstate,"Chicago, IL","You’ll help us reinvent protection and retirement to improve customers’ lives.
By extracting meaning from large data sets containing millions of documents, you…",Nothing_found
133,Chicago,Senior & Lead Medical Economics Data Analysts,EmblemHealth,"Chicago, IL","MEDICAL ECONOMICS SENIOR & LEAD DATA ANALYST OPPORTUNITIES.
Remote positions available; corporate office located New York, NY .",Nothing_found
134,Chicago,Statistician 1 - Rush Alzheimer's Disease Center,Rush University Medical Center,"Chicago, IL 60612",Position Highlights: Under the direction of the Supervising Statistician the Statistician I will be responsible for performing basic analyses of research data…,Nothing_found
135,Chicago,Data Scientist,Seen by Indeed,"Chicago, IL",With one application you can be considered for thousands of tech roles from leading companies on Seen. Seen by Indeed is a free service that connects you to…,Nothing_found
136,Chicago,Data Scientist,The University of Chicago,"Chicago, IL 60637",Urban Labs partners with cities to identify and rigorously evaluate the policies and programs with the greatest potential to improve human lives at scale.,Nothing_found
137,Chicago,Data Scientist - Quantitative (DI007),Internet Truckstop LLC,"Chicago, IL 60611","Truckstop.com is one of the largest online freight matching services in the trucking industry, providing a one-stop connection between carriers and brokers.",Nothing_found
138,Chicago,Data Science Intern (Summer 2020),Wolverine Trading,"Chicago, IL 60604","Data Scientists work with traders and engineers to develop, test, and implement statistical models and algorithmic trading systems that drive every aspect of…",Nothing_found
139,Chicago,Sr Data Analyst/Smart Comm Author,"CGI Group, Inc.","Chicago, IL 60602","Also it's Agile so the work will be well planned and the resource will have good work life balance.
Over 5-10 years IT experience in Business/Systems Analysis…",Nothing_found
140,Chicago,Data Scientist Intern - Summer 2020,Paylocity,"Schaumburg, IL 60196","Invested in staying current in data science by applying new technologies and practices.
Consistent routines across stakeholders to ensure complete transparency.",Nothing_found
141,Chicago,Senior Data Scientist,Conversant Media,"Chicago, IL 60606","In this role, you will work with stakeholders to lead the research and development of new enhancements to Conversant’s award-winning Conversant One-to-One…",Nothing_found
142,Chicago,Data Scientist,Stryker,"Chicago, IL","T his position will grow Stryker’s capabilities in data analytics and management.
The Data Scientist will be responsible for discovering information hidden in…",Nothing_found
143,Chicago,Data Scientist,HNI Corporation,"Chicago, IL","As a member of the Decision Science team, the Data Scientist will play a crucial role in building HNI’s data science practice in Chicago.",Nothing_found
144,Chicago,Data Scientist,Strong Analytics,"Chicago, IL 60611","Profit sharing or equity, based on experience.
100%-covered Health insurance for employees, 75%-covered dependents.
Statistical modeling and hypothesis testing.",Nothing_found
145,Chicago,Sr Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",This person will spend approximately a quarter of their time promoting best practices in data science across the enterprise and leading and organizing technical…,Nothing_found
